Date,Open,High,Low,Close,Adj Close,Volume
3/14/19,6.439715,6.639943,6.353963,6.526642,6.526642,7318172
3/15/19,6.633174,7.715249,6.432468,7.504351,7.504351,6057301
3/16/19,7.50799,8.305615,6.694531,7.383882,7.383882,3477393
3/17/19,7.357443,7.357443,4.727895,4.776164,4.776164,2653565
3/18/19,4.828242,5.229982,4.828242,5.110341,5.110341,2567201
3/19/19,5.099978,5.206172,4.794501,4.821883,4.821883,3891084
3/20/19,4.817675,4.835415,3.87113,4.381395,4.381395,3934421
3/21/19,4.42152,4.42152,3.585871,3.632948,3.632948,3901346
3/22/19,3.631108,3.633278,3.285579,3.498546,3.498546,4680808
3/23/19,3.506196,3.533852,3.337097,3.445516,3.445516,4409797
3/24/19,3.445452,3.881491,3.42865,3.765243,3.765243,3928803
3/25/19,3.749194,3.956023,3.664219,3.778341,3.778341,4661791
3/26/19,3.761046,3.828025,3.482586,3.743903,3.743903,6463760
3/27/19,3.746467,3.82812,3.596315,3.776921,3.776921,7031767
3/28/19,3.77373,3.787516,3.482593,3.492386,3.492386,6030320
3/29/19,3.489571,3.552862,3.408453,3.539837,3.539837,4012185
3/30/19,3.540854,3.562511,3.3795,3.466585,3.466585,3370884
3/31/19,3.466585,3.628399,3.440876,3.624326,3.624326,3945618
4/1/19,3.610077,3.869307,3.595103,3.725183,3.725183,4158589
4/2/19,3.761943,3.834567,3.610953,3.787197,3.787197,5365043
4/3/19,3.787197,3.925277,3.663749,3.766952,3.766952,5083727
4/4/19,3.762898,3.831843,3.703185,3.747295,3.747295,5321012
4/5/19,3.744652,3.839879,3.673582,3.808443,3.808443,5415803
4/6/19,3.809262,4.462976,3.770067,4.447355,4.447355,4623456
4/7/19,4.473976,4.886762,4.341927,4.616361,4.616361,4191619
4/8/19,4.634588,5.847439,4.615644,5.450052,5.450052,4041530
4/9/19,5.450052,5.471556,3.803919,3.844098,3.844098,5205817
4/10/19,3.802624,4.183902,3.670327,3.749783,3.749783,4666417
4/11/19,3.770163,3.864195,3.483564,3.509813,3.509813,5287619
4/12/19,3.51753,4.334712,3.482812,4.306536,4.306536,4766004
4/13/19,4.304441,4.468787,4.168933,4.303037,4.303037,4074112
4/14/19,4.303037,4.488018,4.124599,4.462687,4.462687,4087545
4/15/19,4.462687,4.488488,4.285023,4.349615,4.349615,4043798
4/16/19,4.343881,4.475858,4.273779,4.418631,4.418631,6687900
4/17/19,4.360103,4.443653,4.28622,4.345788,4.345788,5040510
4/18/19,4.344939,4.424223,4.271444,4.362478,4.362478,3962743
4/19/19,4.364134,4.898668,4.296156,4.876117,4.876117,5806997
4/20/19,4.868496,5.439562,4.857437,5.435583,5.435583,4130471
4/21/19,5.401989,5.476657,4.651668,5.215819,5.215819,4423092
4/22/19,5.170827,6.9481,4.242542,4.383469,4.383469,14693545
4/23/19,4.383469,5.313593,4.114495,4.122131,4.122131,69288593
4/24/19,4.122131,4.146082,3.09678,3.636693,3.636693,51989410
4/25/19,3.686125,3.77851,3.227089,3.304498,3.304498,38575975
4/26/19,3.304626,3.773336,3.193769,3.633435,3.633435,36448158
4/27/19,3.640851,3.670702,3.394358,3.434102,3.434102,24145210
4/28/19,3.437665,5.144619,3.397949,4.430445,4.430445,88477197
4/29/19,4.455837,4.670701,3.697372,3.747837,3.747837,86344115
4/30/19,3.747669,4.043846,3.747669,3.93707,3.93707,53924933
5/1/19,3.935184,4.604542,3.918005,4.390124,4.390124,90528588
5/2/19,4.389838,4.622559,4.229017,4.594658,4.594658,83803871
5/3/19,4.594914,5.343218,4.567494,5.310845,5.310845,161847461
5/4/19,5.312576,5.583137,4.793865,5.259992,5.259992,164883490
5/5/19,5.262257,5.262257,4.789271,4.853705,4.853705,68292315
5/6/19,4.851187,4.864409,4.520401,4.725382,4.725382,63030290
5/7/19,4.726506,5.034808,4.613526,4.613526,4.613526,58235752
5/8/19,4.599731,4.599731,4.269428,4.354839,4.354839,60816520
5/9/19,4.368481,4.473284,3.533514,3.896407,3.896407,76347151
5/10/19,3.895256,4.111482,3.691584,3.832914,3.832914,53606617
5/11/19,3.834794,4.173973,3.732555,4.01778,4.01778,72859937
5/12/19,4.000135,4.061388,3.710907,3.772999,3.772999,45901518
5/13/19,3.772999,4.15366,3.759233,3.936923,3.936923,63138772
5/14/19,3.948255,4.097126,3.825239,3.998229,3.998229,68024772
5/15/19,3.997045,4.619979,3.989369,4.529068,4.529068,81407357
5/16/19,4.525318,4.771327,4.037931,4.278079,4.278079,76583313
5/17/19,4.274661,4.789171,3.947945,4.396434,4.396434,117708947
5/18/19,4.396434,4.965438,4.346906,4.713704,4.713704,72187066
5/19/19,4.706187,5.172008,4.648654,4.894266,4.894266,82033956
5/20/19,4.894266,4.910954,4.54256,4.724707,4.724707,69473607
5/21/19,4.714468,4.805142,4.5507,4.775559,4.775559,57280911
5/22/19,4.775559,4.800742,4.357853,4.3591,4.3591,53427877
5/23/19,4.352471,4.372058,4.13253,4.335001,4.335001,50139060
5/24/19,4.338859,4.767506,4.282445,4.472953,4.472953,82477989
5/25/19,4.472953,4.605971,4.345797,4.424701,4.424701,43392192
5/26/19,4.415332,4.545763,4.285959,4.508584,4.508584,49349632
5/27/19,4.516544,4.709647,4.516544,4.669845,4.669845,75962593
5/28/19,4.670136,4.816157,4.508034,4.76204,4.76204,56441565
5/29/19,4.76204,4.812483,4.514013,4.689263,4.689263,52450620
5/30/19,4.689263,6.536582,4.685122,5.939967,5.939967,272876291
5/31/19,5.939967,5.948746,5.277598,5.813033,5.813033,136736662
6/1/19,5.813685,6.300857,5.692283,5.780049,5.780049,125167747
6/2/19,5.780049,6.360078,5.604045,6.357302,6.357302,84717218
6/3/19,6.357302,7.252391,6.075657,6.612277,6.612277,212229620
6/4/19,6.606974,6.842355,5.814773,5.919371,5.919371,129719691
6/5/19,5.938307,6.294138,5.691378,6.184025,6.184025,93898670
6/6/19,6.179598,6.182962,5.67956,6.058681,6.058681,78003590
6/7/19,6.055585,6.582481,5.939314,6.339338,6.339338,101407237
6/8/19,6.33946,6.348464,5.981265,6.138371,6.138371,50257190
6/9/19,6.136793,6.194451,5.707989,5.872391,5.872391,49629337
6/10/19,5.856109,6.110669,5.766838,6.108678,6.108678,61495899
6/11/19,6.11108,6.172415,5.807267,5.983658,5.983658,53676891
6/12/19,5.983714,6.270924,5.900941,6.131582,6.131582,63690195
6/13/19,6.13077,6.524449,6.076066,6.286849,6.286849,67900352
6/14/19,6.287564,6.301536,5.946178,6.299399,6.299399,68909619
6/15/19,6.302372,6.302372,6.123649,6.200674,6.200674,51688148
6/16/19,6.200674,6.742357,6.158507,6.742357,6.742357,70784039
6/17/19,6.738472,7.103717,6.475533,7.017254,7.017254,81971935
6/18/19,7.014988,7.041426,6.498127,6.585988,6.585988,58369435
6/19/19,6.585861,6.814045,6.5812,6.648994,6.648994,44465850
6/20/19,6.644633,6.685167,6.310766,6.495861,6.495861,62912913
6/21/19,6.497544,6.585897,6.358043,6.515581,6.515581,64958852
6/22/19,6.519209,6.922905,6.505972,6.691569,6.691569,82497465
6/23/19,6.686858,7.154596,6.631295,6.802726,6.802726,68464562
6/24/19,6.802726,6.82362,6.542251,6.639572,6.639572,58307067
6/25/19,6.643969,6.729861,6.479761,6.579536,6.579536,75054340
6/26/19,6.579536,6.83131,6.199268,6.306945,6.306945,115261168
6/27/19,6.306945,6.38123,5.307816,5.469208,5.469208,138471353
6/28/19,5.472049,5.958898,5.381581,5.92155,5.92155,100518290
6/29/19,5.924733,6.157293,5.621914,6.079551,6.079551,86786958
6/30/19,6.079892,6.105716,5.413434,5.413434,5.413434,83453264
7/1/19,5.413434,5.68315,5.156233,5.462667,5.462667,90786814
7/2/19,5.458837,5.636812,5.10636,5.349033,5.349033,95698664
7/3/19,5.345705,5.635581,5.331543,5.605543,5.605543,87321335
7/4/19,5.60688,5.790026,5.490772,5.492154,5.492154,67162234
7/5/19,5.491083,5.503678,5.354402,5.358716,5.358716,65187397
7/6/19,5.360368,5.496671,5.269104,5.290814,5.290814,57677233
7/7/19,5.291587,5.434322,5.206767,5.40642,5.40642,53427683
7/8/19,5.408764,5.42967,5.138782,5.191361,5.191361,59231943
7/9/19,5.191457,5.216037,4.919868,5.00828,5.00828,108308605
7/10/19,4.994657,5.014424,4.229575,4.486176,4.486176,137049792
7/11/19,4.487552,4.653531,4.086903,4.347078,4.347078,219122792
7/12/19,4.351506,4.600857,4.227299,4.540363,4.540363,55529845
7/13/19,4.379996,4.549964,4.151797,4.280136,4.280136,236384357
7/14/19,4.282012,4.286765,3.818204,3.820683,3.820683,237373610
7/15/19,3.825202,4.434765,3.576705,4.188706,4.188706,244025539
7/16/19,4.189852,4.249954,3.554436,3.650944,3.650944,169476663
7/17/19,3.645372,4.01449,3.572633,3.833144,3.833144,194212503
7/18/19,3.850549,4.176225,3.704271,4.119473,4.119473,195747961
7/19/19,4.119473,4.20337,3.835163,3.935252,3.935252,176444671
7/20/19,3.942098,4.21689,3.940144,4.07142,4.07142,178338930
7/21/19,4.07142,4.323079,3.998459,4.228221,4.228221,183003172
7/22/19,4.220597,4.340483,3.904902,3.999825,3.999825,128878764
7/23/19,4.001848,4.001848,3.713749,3.723969,3.723969,122638990
7/24/19,3.732592,4.062585,3.624466,3.910559,3.910559,139544674
7/25/19,3.905249,4.033094,3.811538,3.834995,3.834995,118915409
7/26/19,3.825569,3.925588,3.714281,3.904642,3.904642,116669870
7/27/19,3.901704,4.010407,3.565452,3.616745,3.616745,117266920
7/28/19,3.616745,3.670361,3.501674,3.617754,3.617754,110281449
7/29/19,3.615105,3.684066,3.549428,3.603481,3.603481,119873997
7/30/19,3.603825,3.660223,3.515838,3.59643,3.59643,114588229
7/31/19,3.595006,3.752398,3.595006,3.65856,3.65856,115217467
8/1/19,3.656573,3.679115,3.477211,3.557588,3.557588,68444005
8/2/19,3.554553,3.897438,3.525485,3.658143,3.658143,106897992
8/3/19,3.65519,3.793301,3.636912,3.705144,3.705144,94736604
8/4/19,3.702657,3.778416,3.592784,3.610543,3.610543,90515499
8/5/19,3.608227,3.873841,3.608227,3.791247,3.791247,132794918
8/6/19,3.791844,3.796456,3.506479,3.554883,3.554883,126484099
8/7/19,3.54998,3.678832,3.46852,3.495239,3.495239,127921987
8/8/19,3.495239,3.498907,3.161694,3.262284,3.262284,129180828
8/9/19,3.26839,3.306657,3.086931,3.13959,3.13959,121369452
8/10/19,3.13959,3.365178,3.136925,3.336407,3.336407,131283352
8/11/19,3.338746,3.528981,3.292856,3.524474,3.524474,119824702
8/12/19,3.525695,3.63611,3.332178,3.332178,3.332178,136927300
8/13/19,3.333644,3.341187,3.150991,3.249928,3.249928,130277229
8/14/19,3.246897,3.282709,2.842962,2.842962,2.842962,143341869
8/15/19,2.844371,2.988697,2.720728,2.950678,2.950678,118159631
8/16/19,2.948313,3.01537,2.832096,2.919067,2.919067,128767169
8/17/19,2.947622,2.947622,2.838603,2.900762,2.900762,100937146
8/18/19,2.905884,2.994679,2.866457,2.976607,2.976607,104947554
8/19/19,2.985435,2.985435,2.814129,2.910046,2.910046,120726904
8/20/19,2.910046,2.927543,2.780821,2.887889,2.887889,120939299
8/21/19,2.866805,2.884456,2.60152,2.65196,2.65196,130044350
