Date,Open,High,Low,Close,Adj Close,Volume
4/10/20,0.832005,1.313487,0.694187,0.951054,0.951054,87364276
4/11/20,0.951054,1.049073,0.76502,0.776819,0.776819,43862444
4/12/20,0.785448,0.95667,0.762426,0.882507,0.882507,38736897
4/13/20,0.89076,0.891603,0.773976,0.777832,0.777832,18211285
4/14/20,0.777832,0.796472,0.628169,0.661925,0.661925,16747614
4/15/20,0.669289,0.704964,0.621531,0.646651,0.646651,13075275
4/16/20,0.630879,0.774192,0.625107,0.690816,0.690816,21346031
4/17/20,0.689312,0.719614,0.660728,0.660728,0.660728,9870810
4/18/20,0.660728,0.717618,0.659427,0.681096,0.681096,9782112
4/19/20,0.681516,0.684641,0.598487,0.606969,0.606969,9289670
4/20/20,0.612948,0.639254,0.520578,0.538812,0.538812,8342616
4/21/20,0.541387,0.604586,0.508549,0.587659,0.587659,9711507
4/22/20,0.581166,0.706964,0.569621,0.691601,0.691601,18828400
4/23/20,0.685347,0.698077,0.600322,0.627457,0.627457,13485271
4/24/20,0.624021,0.67102,0.613941,0.634242,0.634242,9064190
4/25/20,0.630528,0.670948,0.621547,0.643329,0.643329,7311905
4/26/20,0.653215,0.691499,0.631171,0.635506,0.635506,8320760
4/27/20,0.635714,0.660283,0.561028,0.572372,0.572372,7406934
4/28/20,0.578253,0.692148,0.568484,0.661293,0.661293,7470201
4/29/20,0.662286,0.777771,0.655274,0.74584,0.74584,8801144
4/30/20,0.747195,0.800816,0.687881,0.691045,0.691045,5016892
5/1/20,0.691045,0.737071,0.685903,0.728794,0.728794,4164272
5/2/20,0.727268,0.748981,0.707904,0.715876,0.715876,3441356
5/3/20,0.714796,0.729801,0.656616,0.679535,0.679535,3328344
5/4/20,0.679625,0.705812,0.618434,0.667491,0.667491,3443698
5/5/20,0.67344,0.686214,0.626499,0.641837,0.641837,2847469
5/6/20,0.642454,0.673891,0.622584,0.622584,0.622584,2677563
5/7/20,0.622584,0.632268,0.573376,0.612978,0.612978,3355830
5/8/20,0.612978,0.636618,0.589852,0.604922,0.604922,2488195
