Date,Open,High,Low,Close,Adj Close,Volume
10/14/20,1.69456,1.69456,1.064818,1.185806,1.185806,94692273
10/15/20,1.177929,1.249225,1.08878,1.125557,1.125557,34933419
10/16/20,1.124601,1.151711,0.81455,0.817511,0.817511,37020875
10/17/20,0.817511,0.853755,0.727224,0.808136,0.808136,23630173
10/18/20,0.809037,0.87326,0.802059,0.871674,0.871674,14376473
10/19/20,0.871258,0.871258,0.773495,0.800366,0.800366,12526817
10/20/20,0.799858,0.810011,0.672661,0.676061,0.676061,13390242
10/21/20,0.676185,0.746559,0.674357,0.701406,0.701406,12835213
10/22/20,0.701658,0.786858,0.701658,0.749234,0.749234,11632895
10/23/20,0.749307,0.752612,0.689188,0.728308,0.728308,8050408
10/24/20,0.728308,0.753952,0.707353,0.739074,0.739074,7326431
10/25/20,0.739074,0.849568,0.727926,0.846365,0.846365,17602175
10/26/20,0.846365,0.846365,0.744864,0.779357,0.779357,14529440
10/27/20,0.779357,0.801901,0.747754,0.757546,0.757546,10473272
10/28/20,0.757546,0.776513,0.681174,0.699119,0.699119,11024111
10/29/20,0.699087,0.722987,0.671182,0.690082,0.690082,7592469
10/30/20,0.690082,0.702838,0.6177,0.631671,0.631671,11372428
10/31/20,0.631671,0.654164,0.618958,0.633656,0.633656,3374594
11/1/20,0.633656,0.655075,0.6001,0.634296,0.634296,5407189
11/2/20,0.634296,0.646933,0.605267,0.606673,0.606673,16813813
11/3/20,0.606673,0.612398,0.55747,0.561666,0.561666,1086987
11/4/20,0.561666,0.564284,0.525964,0.53421,0.53421,6449745
11/5/20,0.53421,0.716629,0.532935,0.692279,0.692279,19017738
11/6/20,0.692512,0.76229,0.689152,0.718211,0.718211,14062990
11/7/20,0.718211,0.787979,0.673463,0.69687,0.69687,14092056
11/8/20,0.696871,0.827356,0.684995,0.815197,0.815197,11126529
11/9/20,0.8152,0.926124,0.801328,0.912904,0.912904,16478134
11/10/20,0.912887,0.970634,0.882732,0.943536,0.943536,21560515
11/11/20,0.94353,0.989798,0.858221,0.862336,0.862336,14450324
11/12/20,0.862327,0.877789,0.760163,0.788406,0.788406,13343145
11/13/20,0.788406,0.913269,0.779707,0.899368,0.899368,20365195
11/14/20,0.899368,0.903706,0.823743,0.870873,0.870873,17048214
11/15/20,0.870877,0.884965,0.798024,0.826801,0.826801,23586785
11/16/20,0.826801,0.898561,0.819853,0.866779,0.866779,16713699
11/17/20,0.917516,0.980187,0.890022,0.928432,0.928432,39282785
11/18/20,0.928203,0.942962,0.794183,0.832312,0.832312,33744128
11/19/20,0.832295,0.875887,0.804866,0.84497,0.84497,10825930
11/20/20,0.844968,0.940905,0.835271,0.937559,0.937559,27528672
11/21/20,0.937552,1.202633,0.937552,1.181948,1.181948,86779207
11/22/20,1.18195,1.181988,1.000547,1.071077,1.071077,27813149
11/23/20,1.070982,1.205148,1.05537,1.170093,1.170093,40960416
11/24/20,1.170255,1.290823,1.141368,1.241545,1.241545,50191465
11/25/20,1.241677,1.298227,1.081461,1.107271,1.107271,26504409
11/26/20,1.106963,1.128603,0.906386,1.00613,1.00613,70643865
11/27/20,1.007094,1.051479,0.942561,0.996644,0.996644,32146496
11/28/20,0.996618,1.037513,0.961482,1.021969,1.021969,21095716
11/29/20,1.021947,1.043428,0.992504,1.014594,1.014594,19269022
11/30/20,1.014529,1.095488,1.006276,1.076078,1.076078,24145337
12/1/20,1.076825,1.130298,0.99689,1.060105,1.060105,65515679
12/2/20,1.059534,1.196684,1.031078,1.17525,1.17525,40593260
12/3/20,1.175218,1.192886,1.138149,1.155561,1.155561,10770456
12/4/20,1.155604,1.221334,1.094471,1.104126,1.104126,19687326
12/5/20,1.10329,1.142045,1.022303,1.11283,1.11283,24940202
12/6/20,1.112821,1.122755,1.013437,1.034688,1.034688,12028258
12/7/20,1.034905,1.049453,1.010136,1.011502,1.011502,9082075
12/8/20,1.01203,1.022118,0.919635,0.931583,0.931583,7166604
12/9/20,0.932157,1.010457,0.914538,0.997463,0.997463,20790531
12/10/20,0.99723,1.0414,0.955768,0.955768,0.955768,11182498
12/11/20,0.956328,0.956651,0.869781,0.872051,0.872051,10713460
12/12/20,0.869214,0.926931,0.869214,0.918159,0.918159,5661482
12/13/20,0.919058,0.97842,0.918719,0.95163,0.95163,5807378
12/14/20,0.952071,1.007588,0.943216,0.99331,0.99331,5692614
12/15/20,0.993318,1.018328,0.977545,1.008167,1.008167,6029516
12/16/20,1.007596,1.046058,0.96449,1.046052,1.046052,11092487
12/17/20,1.045895,1.067632,0.987162,0.993629,0.993629,11687668
12/18/20,0.993618,1.01922,0.974247,1.004101,1.004101,7282507
12/19/20,1.00441,1.119911,0.995345,1.047913,1.047913,12044621
12/20/20,1.048072,1.075382,1.025267,1.057504,1.057504,10517244
12/21/20,1.057519,1.64178,1.045663,1.220177,1.220177,106415276
12/22/20,1.219269,1.234911,1.081134,1.158924,1.158924,15117483
12/23/20,1.158862,1.180044,0.909413,0.957536,0.957536,18757954
12/24/20,0.958286,1.075824,0.916055,1.060629,1.060629,7443455
12/25/20,1.060968,1.076152,0.996878,1.019848,1.019848,11210256
12/26/20,1.019806,1.061753,0.985392,1.021644,1.021644,11186154
12/27/20,1.021753,1.241786,0.998859,1.19541,1.19541,28415925
12/28/20,1.196751,1.244579,1.156697,1.219959,1.219959,25204191
