Date,Open,High,Low,Close,Adj Close,Volume
11/9/17,2.05314,2.17423,1.89394,1.99077,1.99077,19192200
11/10/17,2.00773,2.06947,1.64478,1.79684,1.79684,11155000
11/11/17,1.78628,1.91775,1.61429,1.67047,1.67047,8178150
11/12/17,1.66889,1.6728,1.46256,1.51969,1.51969,15298700
11/13/17,1.52601,1.73502,1.5176,1.68662,1.68662,12238800
11/14/17,1.68928,1.73537,1.56827,1.59258,1.59258,7829600
11/15/17,1.58777,1.62498,1.4955,1.53045,1.53045,7615500
11/16/17,1.55619,1.68222,1.53689,1.57792,1.57792,8928640
11/17/17,1.58005,1.58266,1.4953,1.51036,1.51036,8508840
11/18/17,1.51136,1.67678,1.49823,1.67433,1.67433,32167300
11/19/17,1.67336,1.70123,1.5678,1.61377,1.61377,38081700
11/20/17,1.62559,1.66065,1.55561,1.62445,1.62445,12994500
11/21/17,1.65817,1.65967,1.54984,1.57406,1.57406,5440790
11/22/17,1.59049,1.62137,1.55823,1.61175,1.61175,7177000
11/23/17,1.6106,1.61668,1.53759,1.5487,1.5487,8392640
11/24/17,1.56953,1.82018,1.55558,1.71771,1.71771,12155400
11/25/17,1.71697,1.95764,1.69397,1.87387,1.87387,12839900
11/26/17,1.89474,1.93531,1.82674,1.85313,1.85313,9056850
11/27/17,1.87083,1.94727,1.78963,1.94298,1.94298,22826600
11/28/17,1.95885,1.95885,1.86804,1.91711,1.91711,36377700
11/29/17,1.92434,2.05159,1.68317,1.75153,1.75153,43765500
11/30/17,1.76144,2.05291,1.76144,1.99697,1.99697,31559500
12/1/17,1.99695,2.13701,1.92297,2.07023,2.07023,28867200
12/2/17,2.07706,2.11566,1.99689,2.08416,2.08416,24332700
12/3/17,2.08541,2.38115,2.05419,2.22725,2.22725,35163500
12/4/17,2.25809,2.57703,2.25809,2.49168,2.49168,41226200
12/5/17,2.50181,2.73179,2.50181,2.5953,2.5953,49190000
12/6/17,2.58043,2.77881,2.34588,2.58769,2.58769,41731500
12/7/17,2.5494,2.91443,2.48943,2.77995,2.77995,28297900
