Close,30day,60day,90day
175.99,0.0383175017437276,0.1096506825074983,0.1862517368235867
3.5e-05,0.0137276750653914,0.1267966363957571,0.2411582032523818
1.5e-05,0.0064361405655226,0.1859166018628495,0.3573785292121785
0.528286,-0.0627165887820931,-0.0208716704627576,0.1148816358060604
0.46533,-0.0822023950483865,-0.1388196529442366,0.2468756762912884
2.5e-05,-0.1065439783584485,-0.0617523371917574,0.0079426448801898
67929.56,-0.1286424629778626,-0.1012283104154103,-0.063877563272734
3776.93,-0.1529208557880185,-0.1149242432702072,-0.0466440373244769
0.159613,-0.2256867181515648,-0.2637522333245878,-0.0948747289765555
598.67,-0.2559847360758435,-0.2333549053965394,-0.1726120451860903
