Close,30day,60day,90day,Mean
1.2e-05,0.2785202777497999,0.4908282845706655,0.7081194311814891,0.4924893311673182
2.7e-05,0.2062210633258587,0.3202467669542674,0.4469615758946348,0.3244764687249203
0.005728,0.0570526484218039,0.3218007692649691,0.5680619169758974,0.3156384448875568
13.722295,0.0831496342345383,0.2832137276622124,0.4878676682022842,0.2847436766996783
7.221635,0.0709811859444584,0.2180074969784129,0.4732192007876132,0.2540692945701615
8.637553,0.1597436063281387,0.2443322602136017,0.304061719851338,0.2360458621310261
158.928024,0.1240138759332853,0.2052988027049498,0.3724540861528433,0.23392225493035945
0.107173,0.160610720739224,0.2841967484749403,0.170313567930731,0.2050403457149651
2.692052,0.1453179461465124,0.1826661188917053,0.2411658259135112,0.18971663031724298
2.221738,0.1110373524107912,0.1843522332238594,0.2116565494578524,0.1690153783641677
0.000265,0.0793867732116351,0.1704931902669795,0.2509217022070373,0.166933888561884
15.894799,0.008499762194261,0.2219696167751887,0.2529263171912483,0.16113189872023267
2.3e-05,0.0908638521833569,0.1994785704702928,0.1635120023874994,0.1512848083470497
10.344155,-0.2024465044503253,0.3611891567595362,0.2517572724311203,0.13683330824677706
0.440461,-0.0547770062962414,0.0632108158019335,0.3507140803781901,0.1197159632946274
0.099969,-0.0585181132198892,0.2312141458386909,0.1838851609544816,0.1188603978577611
0.496628,0.0017690097737412,0.1438574661474509,0.136154524226348,0.09392700004918003
32.274227,-0.038926414888604,0.0487300503816665,0.2100549246784944,0.0732861867238523
0.117608,0.0375729602651981,0.0655461043203498,0.1162777304843523,0.07313226502330007
0.162179,-0.0516541653491053,0.0273217293860246,0.0441743848485918,0.006613982961837032
6.390912,-0.2233567984438125,-0.0280776968627903,0.2185579512197473,-0.010958848028951843
3666.717529,-0.102167052550198,-0.0213056328188069,-0.0120932142342875,-0.04518863320109747
0.125569,-0.2752260679171582,0.0112559459166703,0.1123296231861747,-0.050546832938104407
79.602325,-0.0547636291967373,-0.0501961133593645,-0.0800497112277366,-0.06166981792794613
7.853382,-0.2248145479437904,-0.156234981256934,0.1700593286426803,-0.07033006685268138
0.14474,-0.1736114987765949,-0.0414531352081953,-0.0318068847656628,-0.082290506250151
2.185834,-0.0403363837470515,-0.0607922336853316,-0.1789876986094092,-0.0933721053472641
69512.28125,-0.134279348939532,-0.0910347393978119,-0.0910615448155904,-0.10545854438431142
0.6498,-0.1503764257125819,-0.0887421589431929,-0.1838328314444682,-0.14098380536674768
624.386841,-0.2149500886426024,-0.1599947577993488,-0.1499686562763174,-0.1749711675727562
0.027751,-0.1401367842602896,-0.2370503984509782,-0.3390052859584102,-0.23873082288989267
