Close,30day,60day,90day
3.3e-05,0.0421028437307722,0.1596623152514391,0.2769006643590481
178.12,0.0306831572167112,0.1049247850598906,0.1725013682958156
1.4e-05,0.0247673487703345,0.2132679283120628,0.3882749889838857
0.536983,-0.0610326236971859,-0.0162003220752543,0.0999271075028294
0.494774,-0.1156008511551522,-0.1461669152076874,0.1797356972569095
2.6e-05,-0.145123149875064,-0.0807766085480232,-0.0043336999437509
70136.53,-0.1461540797567084,-0.1186166549738269,-0.0792655447776879
3789.31,-0.1605707543071984,-0.1257307041560901,-0.0544598126755573
0.170474,-0.2520729535711268,-0.2940131921884003,-0.1492468582403471
618.42,-0.268594053766952,-0.2563784264676586,-0.1992887900198441
