Close,30day,60day,90day
170.0,0.0695989155060174,0.1449692945501721,0.2415964588885275
3.714044,0.0592947325050372,0.1796051203697655,0.2835589500688869
1.7e-05,-0.0156987659847422,0.1582454111665168,0.3366677066029993
3.9e-05,-0.0193396004590876,0.0847768129301034,0.1909951975346899
0.111298,-0.0260361060020981,-0.0721178216334673,-0.1208249403944323
0.533772,-0.0788235498390527,0.0102596684905456,0.0936790253687953
2.6e-05,-0.0975314668995506,-0.0599615296679401,-0.0143052400632774
0.467963,-0.1096614640585279,-0.1306213136434657,0.3313853999865521
69394.55,-0.1315154512879932,-0.0925587385628264,-0.0684758106813872
3892.01,-0.1633710392159584,-0.1117480662641359,-0.0557731367076062
603.53,-0.2467714229531713,-0.2195420563536024,-0.1572039651414637
0.16909,-0.2474089675106756,-0.261940651124831,-0.1059530483214219
37.091286,-0.2549858031372152,-0.1735801296937754,0.0228153347898869
8.716649,-0.3833108683843821,-0.4216693064211106,-0.2137479354784917
0.009487,-0.5862845136863516,-0.5050743398129971,-0.4178891943180722
