Close,30day,60day,90day
168.44,0.064220711452632,0.1443978645171577,0.2300862638179033
1.5e-05,0.025873931345709,0.214132431881606,0.3951288137319995
3.5e-05,0.0228736350867699,0.1497140558988745,0.2537901182021158
0.541809,-0.0782174305276413,-0.0048713682113084,0.1093278686703529
2.5e-05,-0.0852070581379549,-0.0529271042596445,0.0029021172046392
0.462072,-0.0933570234099068,-0.1486114836565371,0.2759701511487757
69265.95,-0.1335700976372356,-0.0998721739519604,-0.0682708003889803
3749.24,-0.1517212190360796,-0.103187619646722,-0.039872913881176
602.19,-0.2521826155075148,-0.2272995897769215,-0.1662814060487554
0.17396,-0.2594949419420553,-0.2988137611383716,-0.1358930977284653
