Close,30day,60day,90day
167.8,0.0722637705735498,0.1540724409616587,0.232863892774793
1.4e-05,0.0599420429349302,0.2465318737636486,0.4432077523560125
3.3e-05,0.0569814344788432,0.1701983737875263,0.2940860356244583
0.535753,-0.064820306739139,-0.0111788746740728,0.0941898263137663
2.4e-05,-0.0682145663081684,-0.0320681729975178,0.0259572534691672
0.459494,-0.0966643888189257,-0.1233215855111249,0.2736047751491042
68526.1,-0.1272785809465807,-0.0922208208225587,-0.0592663517189636
3726.93,-0.162661167860504,-0.1125266257784662,-0.0549755883766335
0.163803,-0.2388322411670567,-0.2761350671942782,-0.1172723746032712
600.23,-0.2520195135706127,-0.2318741832888444,-0.1665344120535491
