Close,30day,60day,90day,Mean
1.2e-05,0.2762874411635194,0.4881145386227505,0.70952584538048,0.49130927505558325
2.7e-05,0.2095619721552801,0.3204938542121156,0.4390027501268545,0.32301952549808344
0.005728,0.059743267032442,0.3236988061229779,0.5687896551965483,0.31741057611732276
13.722295,0.0858024953841478,0.2866237762368169,0.483564783992169,0.28533035187104455
7.221635,0.0728871428668664,0.2165003526283346,0.4741008950651084,0.2544961301867698
8.637553,0.1594932346859576,0.2466138410555931,0.3019924568707344,0.23603317753742836
158.928024,0.124711741952584,0.2040534533534819,0.3740042736905526,0.2342564896655395
0.107173,0.1563732671674551,0.2698098867198684,0.1718045530142855,0.19932923563386964
2.692052,0.1511633256554956,0.1746633055164073,0.2460929975465555,0.19063987623948617
2.221738,0.1154908066727635,0.1826163765605768,0.2131726287223387,0.17042660398522633
0.000265,0.0771529093624163,0.1709189345251844,0.2489167130823144,0.16566285232330502
15.894799,0.0049289561741223,0.2194822878799913,0.2480145823835193,0.15747527547921097
2.3e-05,0.0961063794858696,0.2055689981654709,0.1659403146213285,0.155871897424223
10.344155,-0.2057245391854159,0.3573545511389966,0.2402959588750155,0.13064199027619874
0.440461,-0.0640928123032107,0.0626538741596258,0.3640223136675793,0.1208611251746648
0.099969,-0.0690128095031866,0.2304704504425105,0.1834780369551836,0.11497855929816918
0.496628,0.0025214620754343,0.144403561207689,0.1324305483991059,0.09311852389407639
32.274227,-0.0439522544011584,0.0511841026494221,0.2141327378494828,0.07378819536591551
0.117608,0.0352975239959574,0.068184530614195,0.115168752543566,0.0728836023845728
0.162179,-0.0533231848880653,0.025694351499095,0.0440187907301694,0.005463319113733034
6.390912,-0.2148109772362203,-0.0300426057699669,0.2243828545609161,-0.006823576148423697
3666.717529,-0.1028706787487234,-0.0178261380070193,-0.009633055219315,-0.04344329065835257
0.125569,-0.2923197437777018,-0.0037197111507006,0.1137959662937382,-0.06074782954488806
79.602325,-0.0569379540959836,-0.0595731852383791,-0.0695877341579642,-0.062032957830775635
7.853382,-0.2308210216354955,-0.1693448850658856,0.1816264813933619,-0.07284647510267306
0.14474,-0.1751141979142241,-0.0484832425119535,-0.0295416919457188,-0.08437971079063215
2.185834,-0.0416064498753933,-0.0566275288391512,-0.1758946443679873,-0.09137620769417727
69512.28125,-0.1309874125344441,-0.0915207938724186,-0.0892294680914486,-0.10391255816610377
0.6498,-0.1513174223660173,-0.0892847460881385,-0.1814202315062905,-0.14067413332014878
624.386841,-0.2081121344207203,-0.162604347635057,-0.1578918636713155,-0.17620278190903094
0.027751,-0.1347059266292113,-0.2382639951934551,-0.3353703668369856,-0.23611342955321735
