Close,30day,60day,90day
168.65,0.0695715496784601,0.1431436759693809,0.2415947751747635
3.7781,0.0436671235651213,0.1720084447810987,0.2747396401903101
1.6e-05,0.0365610484286358,0.2270214322218491,0.4085265035065688
0.111102,-0.0219204463695007,-0.0649034113331563,-0.1099732005964058
4.1e-05,-0.0470249460152998,0.0575658387525233,0.1632968535626331
2.7e-05,-0.0842892314873497,-0.0535296103627936,-0.0042466568767018
0.528235,-0.0886317463910901,0.0004469168089238,0.1006430608828674
0.45699,-0.1007406728975213,-0.1424997770991954,0.3302413112076359
68296.22,-0.1221125457431955,-0.084220151664753,-0.0571834578526746
3840.26,-0.1564646207232108,-0.0950509192344942,-0.046673927700591
0.164962,-0.2309234380605976,-0.2380828064836648,-0.0941227897653486
37.0,-0.2373800885919907,-0.1672292496153197,0.0384079377536976
601.21,-0.2442518649575754,-0.209052518184205,-0.1557611864183387
8.7192,-0.3777567790359343,-0.3943030717210904,-0.2034024337930977
0.00945,-0.5894454226325775,-0.5026551980037648,-0.4178561600293111
