Close,30day,60day,90day,Mean
7.157014,0.4524314093558832,0.6689162074811477,0.890038186503245,0.6704619344467586
0.005559,0.2621961275508668,0.5773713086419867,0.868447566024025,0.5693383340722928
0.000159,0.4102064807636876,0.5123952279029993,0.6758041004658701,0.532801936377519
0.075252,0.0962149247450083,0.8294540738121112,0.6341144394022913,0.5199278126531369
1.1e-05,0.3086569063962037,0.5193444697185943,0.713048199747877,0.513683191954225
2e-05,0.3371452178608984,0.4585766860662099,0.5841578760973123,0.45995992667480684
0.089547,0.3326729024078501,0.431765459751809,0.3945722898364967,0.3863368839987186
25.051203,0.1501997151359311,0.3840018238008167,0.5831921581396442,0.37246456569213066
1.590989,0.3289646839406939,0.3926836538016631,0.390314852885582,0.3706543968759797
128.590424,0.2332303383158527,0.3566848455773164,0.5043100086310051,0.3647417308413914
7.020747,0.2808297303258202,0.3672309670548055,0.4209633864259505,0.3563413612688588
9.769988,0.0638126410214228,0.5188576299555516,0.4839948486347383,0.3555550398705709
13.177006,0.1644839475528101,0.4651726425069273,0.425241740712371,0.35163277692403616
1.500331,0.3377793300030824,0.2961665167241532,0.3344891697630707,0.3228116721634355
7.512754,0.1254407719864134,0.3276787345274132,0.5080325581869221,0.3203840215669162
1.8e-05,0.2368675215556193,0.3535828920808004,0.3616140620960442,0.31735482524415465
0.380303,-0.0193555870485242,0.6139691274205519,0.3252246594034149,0.3066127332584809
5.187487,0.0334309542675888,0.2748353398259935,0.5449995731937685,0.2844219557624503
0.091334,0.2667129564194812,0.2833206800102357,0.2368857532257313,0.2623064632184828
6.693803,-0.1360935205073208,0.128967621764422,0.7528139615964331,0.24856268761784475
0.479489,0.1322623264034901,0.3106806743388066,0.2178585030923672,0.22026716794488796
6.738572,0.2076502866302032,0.2191689332254829,0.2183110094325384,0.2150434097627415
0.122257,0.0060102621230173,0.2627477151291129,0.1590194324375815,0.14259246989657057
0.11916,0.0605694740316851,0.1295471284451892,0.175276860814824,0.12179782109723276
0.151844,0.0557821188500626,0.0914963339789409,0.1607175377306358,0.10266533018654644
1.586025,0.1746379867260559,0.0637546336228886,-0.0109490191038301,0.07581453374837148
63180.796875,0.0156488468534927,0.0765234489043578,0.0840046295992607,0.05872564178570374
3418.611816,0.0081348085936074,0.0887510294823623,0.0728933331850119,0.056593057086993866
0.561298,0.0480287030475103,0.1386713661379381,-0.0585053327958529,0.04273157879653183
577.210876,-0.048250348396559,0.0339277654783478,0.0074143888148701,-0.002302731367780367
164.179779,-0.099526943230774,0.0159425819761185,-0.0744148741893486,-0.05266641181466803
1.707455,0.0692996744948604,-0.0561441461317218,-0.2097075008333722,-0.06551732415674454
73.380127,-0.2081479725690277,-0.1559551835815293,-0.2916074984347762,-0.21857021819511105
0.023272,-0.1432329037916984,-0.3038617933601485,-0.4511830078439515,-0.2994259016652661
