Close,30day,60day,90day,Mean
1.4e-05,0.1710683486016944,0.3784516738015067,0.5694866842398234,0.3730022355476748
11.34,0.1477603167579706,0.3382899274334143,0.5207272612432785,0.3355925018115545
3.2e-05,0.1162734793855908,0.2355994266531451,0.3529383454102064,0.2349370838163141
170.02,0.0843332661850195,0.1547606411868605,0.3085670677661218,0.18255365837933393
3.2291,0.110571590493697,0.1748032581364116,0.2600734232562978,0.18181609062880214
7.5359,0.0143598429158,0.1407006097665077,0.3790390543521478,0.17803316901148517
0.006176,-0.0688617426307941,0.1696309140662031,0.3755423853355772,0.15877051892366206
0.114748,0.0510662620794497,0.0649567636548404,0.1190109466957016,0.0783446574766639
0.458102,-0.0807959215643002,-0.0593276993715616,0.3496280673366354,0.06983481546692454
2.5e-05,0.0211855313847983,0.072759628956563,0.0507125521167972,0.048219237486052835
0.521578,-0.0370698535710662,0.0748796381607004,0.1012747465886527,0.046361510392762297
0.00032,-0.0633168415820297,0.0162057246791171,0.0753675758740648,0.009418819657050733
35.91,-0.1351813068159503,-0.0725547660933838,0.1173445896905009,-0.03013049440627773
3811.61,-0.1297368068059388,-0.0491273600503491,-0.0269298941233635,-0.06859802032655046
70757.16,-0.1213253693096544,-0.0731339711244942,-0.0659720494628942,-0.08681046329901426
0.160159,-0.2185008897025816,-0.1494780899300074,-0.0887449259797211,-0.15224130187077003
7.3339,-0.3402076090264795,-0.1783477186249931,0.0354936376921874,-0.16102056331976175
8.6177,-0.297174525414384,-0.3222741763277504,-0.0472379362299189,-0.22222887932401778
710.46,-0.284848280331987,-0.242288047123044,-0.2193687142513545,-0.2488350139021285
